secret,turns,path
fever,4,salet(___g_) -> rownd(y____) -> pubic(_____) -> fever(ggggg)
fewer,3,salet(___g_) -> rownd(y_g__) -> fewer(ggggg)
fiber,4,salet(___g_) -> rownd(y____) -> pubic(__gy_) -> fiber(ggggg)
fibre,4,salet(___y_) -> drone(_y__g) -> rieve(yg__g) -> fibre(ggggg)
ficus,3,salet(y____) -> mucho(_yg__) -> ficus(ggggg)
field,4,salet(__yy_) -> doing(y_y__) -> womyn(_____) -> field(ggggg)
fiend,3,salet(___y_) -> drone(y__gy) -> fiend(ggggg)
fiery,5,salet(___y_) -> drone(_y__y) -> murry(___gg) -> every(__ggg) -> fiery(ggggg)
fifth,3,salet(____y) -> north(___gg) -> fifth(ggggg)
fifty,4,salet(____y) -> north(___g_) -> biked(_g___) -> fifty(ggggg)
fight,4,salet(____g) -> groin(y__y_) -> mofos(__y__) -> fight(ggggg)
filer,3,salet(__gg_) -> raged(y__g_) -> filer(ggggg)
filet,3,salet(__ggg) -> inlet(y_ggg) -> filet(ggggg)
filly,4,salet(__g__) -> fugly(g__gg) -> folly(g_ggg) -> filly(ggggg)
filmy,3,salet(__g__) -> fugly(g__yg) -> filmy(ggggg)
filth,2,salet(__g_y) -> filth(ggggg)
final,4,salet(_yy__) -> corni(___yy) -> plain(_yyyy) -> final(ggggg)
finch,4,salet(_____) -> courd(y____) -> fawny(g__y_) -> finch(ggggg)
finer,3,salet(___g_) -> rownd(y__y_) -> finer(ggggg)
first,3,salet(y___g) -> moria(__gy_) -> first(ggggg)
fishy,3,salet(y____) -> mucho(___g_) -> fishy(ggggg)
fixer,5,salet(___g_) -> rownd(y____) -> pubic(___y_) -> giver(_g_gg) -> fixer(ggggg)
fizzy,4,salet(_____) -> courd(_____) -> nymph(_y___) -> fizzy(ggggg)
fjord,3,salet(_____) -> courd(_y_gg) -> fjord(ggggg)
flack,3,salet(_yy__) -> corni(y____) -> flack(ggggg)
flail,4,salet(_yy__) -> corni(____y) -> fraud(g_g__) -> flail(ggggg)
flair,3,salet(_yy__) -> corni(__y_y) -> flair(ggggg)
flake,4,salet(_yyy_) -> gnarl(__g_y) -> fehme(g___g) -> flake(ggggg)
flaky,4,salet(_yy__) -> corni(_____) -> amply(y__yg) -> flaky(ggggg)
flame,4,salet(_yyy_) -> gnarl(__g_y) -> fehme(g__gg) -> flame(ggggg)
flank,4,salet(_yy__) -> corni(___g_) -> bifid(__y__) -> flank(ggggg)
flare,4,salet(_yyy_) -> gnarl(__ggy) -> blare(_gggg) -> flare(ggggg)
flash,3,salet(yyy__) -> hucks(y___y) -> flash(ggggg)
flask,3,salet(yyy__) -> hucks(___yy) -> flask(ggggg)
fleck,4,salet(__yy_) -> doing(_____) -> clump(yg___) -> fleck(ggggg)
fleet,2,salet(__ygg) -> fleet(ggggg)
flesh,3,salet(y_yy_) -> mofos(__y_y) -> flesh(ggggg)
flick,4,salet(__y__) -> courd(y____) -> lynch(y__g_) -> flick(ggggg)
flier,4,salet(__yg_) -> bevor(_y__g) -> fixed(gy_g_) -> flier(ggggg)
fling,4,salet(__y__) -> courd(_____) -> lying(y_ggg) -> fling(ggggg)
flint,3,salet(__y_g) -> flung(gg_g_) -> flint(ggggg)
flirt,3,salet(__y_g) -> flung(gg___) -> flirt(ggggg)
float,3,salet(_yy_g) -> fling(gg___) -> float(ggggg)
flock,4,salet(__y__) -> courd(yy___) -> block(_gggg) -> flock(ggggg)
flood,4,salet(__y__) -> courd(_y__g) -> blood(_gggg) -> flood(ggggg)
floor,4,salet(__y__) -> courd(_y_y_) -> growl(_yg_y) -> floor(ggggg)
flora,3,salet(_yy__) -> corni(_yy__) -> flora(ggggg)
floss,3,salet(y_y__) -> forbs(gy__g) -> floss(ggggg)
flour,3,salet(__y__) -> courd(_yyy_) -> flour(ggggg)
flout,3,salet(__y_g) -> flung(ggy__) -> flout(ggggg)
flown,4,salet(__y__) -> courd(_y___) -> blown(_gggg) -> flown(ggggg)
fluff,4,salet(__y__) -> courd(__g__) -> flung(ggg__) -> fluff(ggggg)
fluid,3,salet(__y__) -> courd(__g_g) -> fluid(ggggg)
fluke,4,salet(__yy_) -> doing(_____) -> clump(_gg__) -> fluke(ggggg)
flume,4,salet(__yy_) -> doing(_____) -> clump(_ggg_) -> flume(ggggg)
flung,3,salet(__y__) -> courd(__g__) -> flung(ggggg)
flunk,4,salet(__y__) -> courd(__g__) -> flung(gggg_) -> flunk(ggggg)
flush,3,salet(y_y__) -> forbs(g___y) -> flush(ggggg)
flute,3,salet(__yyy) -> title(y__yg) -> flute(ggggg)
flyer,4,salet(__yg_) -> bevor(_y__g) -> fixed(g__g_) -> flyer(ggggg)
foamy,4,salet(_y___) -> brond(__y__) -> coach(_gg__) -> foamy(ggggg)
focal,4,salet(_yy__) -> corni(yg___) -> larva(yy___) -> focal(ggggg)
focus,3,salet(y____) -> mucho(_yg_y) -> focus(ggggg)
foggy,4,salet(_____) -> courd(_g___) -> boozy(_g__g) -> foggy(ggggg)
foist,4,salet(y___g) -> moria(_g_y_) -> fehme(g____) -> foist(ggggg)
folio,3,salet(__g__) -> fugly(g__y_) -> folio(ggggg)
folly,3,salet(__g__) -> fugly(g__gg) -> folly(ggggg)
foray,4,salet(_y___) -> brond(_yy__) -> ovary(y_yyg) -> foray(ggggg)
force,4,salet(___y_) -> drone(_yy_g) -> gorge(_gg_g) -> force(ggggg)
forge,4,salet(___y_) -> drone(_yy_g) -> gorge(_gggg) -> forge(ggggg)
forgo,4,salet(_____) -> courd(_g_y_) -> moron(_ggy_) -> forgo(ggggg)
forte,3,salet(___yy) -> trite(_y_gg) -> forte(ggggg)
forth,4,salet(____y) -> north(_gggg) -> worth(_gggg) -> forth(ggggg)
forty,3,salet(____y) -> north(_ggg_) -> forty(ggggg)
forum,3,salet(_____) -> courd(_gyy_) -> forum(ggggg)
found,4,salet(_____) -> courd(_gg_g) -> whump(__g__) -> found(ggggg)
foyer,4,salet(___g_) -> rownd(yg___) -> chevy(__y_y) -> foyer(ggggg)
frail,4,salet(_yy__) -> corni(__y_y) -> flair(gyggy) -> frail(ggggg)
frame,4,salet(_y_y_) -> beard(_ygy_) -> cezve(____g) -> frame(ggggg)
frank,4,salet(_y___) -> brond(_g_g_) -> crept(_g___) -> frank(ggggg)
fraud,3,salet(_y___) -> brond(_g__g) -> fraud(ggggg)
freak,4,salet(_y_y_) -> beard(_yyy_) -> fucks(g__y_) -> freak(ggggg)
freed,4,salet(___g_) -> rownd(y___g) -> calif(____y) -> freed(ggggg)
freer,5,salet(___g_) -> rownd(y____) -> pubic(_____) -> fever(gy_gg) -> freer(ggggg)
fresh,3,salet(y__y_) -> rhone(yy__y) -> fresh(ggggg)
friar,4,salet(_y___) -> brond(_g___) -> cymas(___g_) -> friar(ggggg)
fried,4,salet(___g_) -> rownd(y___g) -> calif(___yy) -> fried(ggggg)
frill,4,salet(__y__) -> courd(___y_) -> aking(__g__) -> frill(ggggg)
frisk,3,salet(y____) -> mucho(_____) -> frisk(ggggg)
fritz,3,salet(____y) -> north(__yg_) -> fritz(ggggg)
frock,3,salet(_____) -> courd(yy_y_) -> frock(ggggg)
frond,3,salet(_____) -> courd(_y_yg) -> frond(ggggg)
front,3,salet(____g) -> groin(_gg_y) -> front(ggggg)
frost,3,salet(y___g) -> moria(_yy__) -> frost(ggggg)
froth,3,salet(____y) -> north(_yygg) -> froth(ggggg)
frown,5,salet(_____) -> courd(_y_y_) -> gimpy(_____) -> brook(_gg__) -> frown(ggggg)
froze,4,salet(___y_) -> drone(_gg_g) -> probe(_gg_g) -> froze(ggggg)
fruit,3,salet(____g) -> groin(_g_g_) -> fruit(ggggg)
fudge,4,salet(___y_) -> drone(y___g) -> whift(___y_) -> fudge(ggggg)
fugue,4,salet(___y_) -> drone(____g) -> coqui(___g_) -> fugue(ggggg)
fully,3,salet(__g__) -> fugly(gg_gg) -> fully(ggggg)
fungi,4,salet(_____) -> courd(__y__) -> gimpy(yy___) -> fungi(ggggg)
funky,5,salet(_____) -> courd(__y__) -> gimpy(____g) -> funny(ggg_g) -> funky(ggggg)
funny,4,salet(_____) -> courd(__y__) -> gimpy(____g) -> funny(ggggg)
furor,3,salet(_____) -> courd(_yyy_) -> furor(ggggg)
furry,4,salet(_____) -> courd(__yg_) -> hurry(_gggg) -> furry(ggggg)
fussy,3,salet(y____) -> mucho(_g___) -> fussy(ggggg)
fuzzy,5,salet(_____) -> courd(__y__) -> gimpy(____g) -> funny(gg__g) -> fuzzy(ggggg)
gaffe,4,salet(_g_y_) -> crumb(_____) -> naive(_g__g) -> gaffe(ggggg)
gaily,3,salet(_gy__) -> bingy(_y_yg) -> gaily(ggggg)
gamer,3,salet(_g_g_) -> gormy(g_yy_) -> gamer(ggggg)
gamma,3,salet(_g___) -> corny(_____) -> gamma(ggggg)
gamut,3,salet(_g__g) -> thing(y___y) -> gamut(ggggg)
gassy,3,salet(yg___) -> ramin(_g___) -> gassy(ggggg)
gaudy,4,salet(_g___) -> corny(____g) -> pudgy(_yyyg) -> gaudy(ggggg)
gauge,3,salet(_g_y_) -> crumb(__g__) -> gauge(ggggg)
gaunt,3,salet(_g__g) -> thing(y__gy) -> gaunt(ggggg)
gauze,4,salet(_g_y_) -> crumb(__g__) -> gauge(ggg_g) -> gauze(ggggg)
gavel,3,salet(_gyg_) -> lingy(y__y_) -> gavel(ggggg)
gawky,4,salet(_g___) -> corny(____g) -> pudgy(___yg) -> gawky(ggggg)
gayer,3,salet(_g_g_) -> gormy(g_y_y) -> gayer(ggggg)
gayly,3,salet(_gy__) -> bingy(___yg) -> gayly(ggggg)
gazer,3,salet(_g_g_) -> gormy(g_y__) -> gazer(ggggg)
gecko,3,salet(___y_) -> drone(__y_y) -> gecko(ggggg)
geeky,4,salet(___y_) -> drone(____y) -> beefy(_gg_g) -> geeky(ggggg)
geese,4,salet(y__y_) -> rhone(____g) -> issue(_y__g) -> geese(ggggg)
genie,4,salet(___y_) -> drone(___yg) -> pinch(_yg__) -> genie(ggggg)
genre,3,salet(___y_) -> drone(_y_yg) -> genre(ggggg)
ghost,3,salet(y___g) -> moria(_y___) -> ghost(ggggg)
ghoul,3,salet(__y__) -> courd(_yy__) -> ghoul(ggggg)
giant,4,salet(_y__g) -> courd(_____) -> await(__gyg) -> giant(ggggg)
giddy,3,salet(_____) -> courd(____y) -> giddy(ggggg)
gipsy,4,salet(y____) -> mucho(_____) -> frisk(__yg_) -> gipsy(ggggg)
girly,4,salet(__y__) -> courd(___y_) -> aking(__y_y) -> girly(ggggg)
girth,4,salet(____y) -> north(__ggg) -> gumps(g____) -> girth(ggggg)
given,4,salet(___g_) -> rownd(___y_) -> gumps(g____) -> given(ggggg)
giver,4,salet(___g_) -> rownd(y____) -> pubic(___y_) -> giver(ggggg)
glade,4,salet(_yyy_) -> gnarl(g_g_y) -> glaze(ggg_g) -> glade(ggggg)
gland,4,salet(_yy__) -> corni(___g_) -> bifid(____g) -> gland(ggggg)
glare,3,salet(_yyy_) -> gnarl(g_ggy) -> glare(ggggg)
glass,3,salet(yyy__) -> hucks(____g) -> glass(ggggg)
glaze,3,salet(_yyy_) -> gnarl(g_g_y) -> glaze(ggggg)
gleam,3,salet(_yyy_) -> gnarl(g_y_y) -> gleam(ggggg)
glean,3,salet(_yyy_) -> gnarl(gyy_y) -> glean(ggggg)
glide,3,salet(__yy_) -> doing(y_g_y) -> glide(ggggg)
glint,3,salet(__y_g) -> flung(_g_gy) -> glint(ggggg)
gloat,3,salet(_yy_g) -> fling(_g__y) -> gloat(ggggg)
globe,3,salet(__yy_) -> doing(_y__y) -> globe(ggggg)
gloom,4,salet(__y__) -> courd(_y___) -> blown(_gg__) -> gloom(ggggg)
glory,3,salet(__y__) -> courd(_y_g_) -> glory(ggggg)
gloss,3,salet(y_y__) -> forbs(_y__g) -> gloss(ggggg)
glove,4,salet(__yy_) -> doing(_y__y) -> globe(ggg_g) -> glove(ggggg)
glyph,4,salet(__y__) -> courd(_____) -> lying(yy__y) -> glyph(ggggg)
gnash,3,salet(yy___) -> crags(__gyy) -> gnash(ggggg)
gnome,3,salet(___y_) -> drone(__gyg) -> gnome(ggggg)
godly,3,salet(__y__) -> courd(_g__y) -> godly(ggggg)
going,4,salet(_____) -> courd(_g___) -> boozy(_g___) -> going(ggggg)
golem,3,salet(__gg_) -> raged(__yg_) -> golem(ggggg)
golly,3,salet(__g__) -> fugly(__ygg) -> golly(ggggg)
gonad,4,salet(_y___) -> brond(__yyg) -> nomad(yg_gg) -> gonad(ggggg)
goner,3,salet(___g_) -> rownd(yg_y_) -> goner(ggggg)
goody,5,salet(_____) -> courd(_g__y) -> dowdy(_g_gg) -> moody(_gggg) -> goody(ggggg)
gooey,3,salet(___g_) -> rownd(_g___) -> gooey(ggggg)
goofy,4,salet(_____) -> courd(_g___) -> boozy(_gg_g) -> goofy(ggggg)
goose,3,salet(y__y_) -> rhone(__g_g) -> goose(ggggg)
gorge,3,salet(___y_) -> drone(_yy_g) -> gorge(ggggg)
gouge,4,salet(___y_) -> drone(__y_g) -> vogue(_gyyg) -> gouge(ggggg)
gourd,3,salet(_____) -> courd(_gggg) -> gourd(ggggg)
grace,4,salet(_y_y_) -> beard(_ygy_) -> cezve(y___g) -> grace(ggggg)
grade,4,salet(_y_y_) -> beard(_ygyy) -> drake(ygg_g) -> grade(ggggg)
graft,3,salet(_y__g) -> courd(___y_) -> graft(ggggg)
grail,4,salet(_yy__) -> corni(__y_y) -> flair(_yggy) -> grail(ggggg)
grain,3,salet(_y___) -> brond(_g_y_) -> grain(ggggg)
grand,3,salet(_y___) -> brond(_g_gg) -> grand(ggggg)
grant,4,salet(_y__g) -> courd(___y_) -> graft(ggg_g) -> grant(ggggg)
grape,5,salet(_y_y_) -> beard(_ygy_) -> cezve(____g) -> frame(_gg_g) -> grape(ggggg)
graph,4,salet(_y___) -> brond(_g___) -> cymas(___y_) -> graph(ggggg)
grasp,3,salet(yy___) -> crags(_ggyy) -> grasp(ggggg)
grass,3,salet(yy___) -> crags(_ggyg) -> grass(ggggg)
grate,2,salet(_y_yy) -> grate(ggggg)
grave,4,salet(_y_y_) -> beard(_ygy_) -> cezve(___gg) -> grave(ggggg)
gravy,4,salet(_y___) -> brond(_g___) -> cymas(_y_y_) -> gravy(ggggg)
graze,4,salet(_y_y_) -> beard(_ygy_) -> cezve(__y_g) -> graze(ggggg)
great,3,salet(_y_yg) -> recap(yy_g_) -> great(ggggg)
greed,4,salet(___g_) -> rownd(y___g) -> calif(_____) -> greed(ggggg)
green,4,salet(___g_) -> rownd(y__y_) -> finer(__ygy) -> green(ggggg)
greet,3,salet(___gg) -> cerne(_yy_y) -> greet(ggggg)
grief,5,salet(___g_) -> rownd(y____) -> pubic(___y_) -> giver(gy_gy) -> grief(ggggg)
grill,4,salet(__y__) -> courd(___y_) -> aking(__g_y) -> grill(ggggg)
grime,4,salet(___y_) -> drone(_g__g) -> campi(__y_y) -> grime(ggggg)
grimy,4,salet(_____) -> courd(___y_) -> boogy(___yg) -> grimy(ggggg)
grind,4,salet(_____) -> courd(___yg) -> rigid(yyy_g) -> grind(ggggg)
gripe,4,salet(___y_) -> drone(_g__g) -> campi(___gy) -> gripe(ggggg)
groan,3,salet(_y___) -> brond(_ggy_) -> groan(ggggg)
groin,4,salet(_____) -> courd(_y_y_) -> gimpy(gy___) -> groin(ggggg)
groom,4,salet(_____) -> courd(_y_y_) -> gimpy(g_y__) -> groom(ggggg)
grope,4,salet(___y_) -> drone(_gg_g) -> probe(ygg_g) -> grope(ggggg)
gross,4,salet(y____) -> mucho(____y) -> dross(_gggg) -> gross(ggggg)
group,4,salet(_____) -> courd(_yyy_) -> furor(_yyy_) -> group(ggggg)
grout,3,salet(____g) -> groin(ggg__) -> grout(ggggg)
grove,5,salet(___y_) -> drone(_gg_g) -> probe(_gg_g) -> froze(_gg_g) -> grove(ggggg)
growl,3,salet(__y__) -> courd(_y_y_) -> growl(ggggg)
grown,4,salet(_____) -> courd(_y_y_) -> gimpy(g____) -> grown(ggggg)
gruel,4,salet(__yg_) -> bevor(_y__y) -> cruel(_gggg) -> gruel(ggggg)
gruff,4,salet(_____) -> courd(__gy_) -> wrung(_gg_y) -> gruff(ggggg)
grunt,3,salet(____g) -> groin(gg__y) -> grunt(ggggg)
guard,4,salet(_y___) -> brond(_y__g) -> acrid(y_y_g) -> guard(ggggg)
guava,4,salet(_y___) -> brond(_____) -> champ(__g__) -> guava(ggggg)
guess,3,salet(y__y_) -> rhone(____y) -> guess(ggggg)
guest,3,salet(y__yg) -> quich(_g___) -> guest(ggggg)
guide,4,salet(___y_) -> drone(y___g) -> whift(__g__) -> guide(ggggg)
guild,4,salet(__y__) -> courd(__y_g) -> build(_gggg) -> guild(ggggg)
guile,3,salet(__yy_) -> doing(__g_y) -> guile(ggggg)
guilt,3,salet(__y_g) -> flung(_yy_y) -> guilt(ggggg)
guise,4,salet(y__y_) -> rhone(____g) -> issue(yy_yg) -> guise(ggggg)
gulch,3,salet(__g__) -> fugly(_gyy_) -> gulch(ggggg)
gully,3,salet(__g__) -> fugly(_gygg) -> gully(ggggg)
gumbo,3,salet(_____) -> courd(_yy__) -> gumbo(ggggg)
gummy,4,salet(_____) -> courd(__y__) -> gimpy(g_g_g) -> gummy(ggggg)
guppy,4,salet(_____) -> courd(__y__) -> gimpy(g__gg) -> guppy(ggggg)
gusto,3,salet(y___y) -> gurdy(gg___) -> gusto(ggggg)
gusty,3,salet(y___y) -> gurdy(gg__g) -> gusty(ggggg)
gypsy,4,salet(y____) -> mucho(_____) -> frisk(___g_) -> gypsy(ggggg)
habit,3,salet(_g__g) -> thing(yyy__) -> habit(ggggg)
hairy,4,salet(_g___) -> corny(__y_g) -> fraud(_yy__) -> hairy(ggggg)
halve,3,salet(_ggy_) -> value(ygg_g) -> halve(ggggg)
handy,3,salet(_g___) -> corny(___yg) -> handy(ggggg)
happy,4,salet(_g___) -> corny(____g) -> pudgy(y___g) -> happy(ggggg)
hardy,4,salet(_g___) -> corny(__g_g) -> pharm(_yyy_) -> hardy(ggggg)
harem,3,salet(_g_g_) -> gormy(__gy_) -> harem(ggggg)
harpy,4,salet(_g___) -> corny(__g_g) -> pharm(yyyy_) -> harpy(ggggg)
harry,4,salet(_g___) -> corny(__g_g) -> pharm(_yyg_) -> harry(ggggg)
harsh,3,salet(yg___) -> ramin(yg___) -> harsh(ggggg)
haste,3,salet(yg_yy) -> porch(____y) -> haste(ggggg)
hasty,4,salet(yg__y) -> tanty(_g_gg) -> pasty(_gggg) -> hasty(ggggg)
hatch,4,salet(_g__y) -> pubco(___g_) -> hawms(gg___) -> hatch(ggggg)
hater,4,salet(_g_gy) -> terek(y_yg_) -> chiru(_y_y_) -> hater(ggggg)
haunt,3,salet(_g__g) -> thing(yy_g_) -> haunt(ggggg)
haute,2,salet(_g_yy) -> haute(ggggg)
haven,4,salet(_g_g_) -> gormy(_____) -> waxen(_g_gg) -> haven(ggggg)
havoc,3,salet(_g___) -> corny(yy___) -> havoc(ggggg)
hazel,4,salet(_gyg_) -> lingy(y____) -> camel(_g_gg) -> hazel(ggggg)
heady,3,salet(_y_y_) -> beard(_gg_y) -> heady(ggggg)
heard,3,salet(_y_y_) -> beard(_gggg) -> heard(ggggg)
heart,3,salet(_y_yg) -> recap(yg_y_) -> heart(ggggg)
heath,3,salet(_y_yy) -> grate(__ggy) -> heath(ggggg)
heave,3,salet(_y_y_) -> beard(_gg__) -> heave(ggggg)
heavy,4,salet(_y_y_) -> beard(_gg__) -> heave(gggg_) -> heavy(ggggg)
hedge,4,salet(___y_) -> drone(y___g) -> whift(_y___) -> hedge(ggggg)
hefty,4,salet(___yy) -> trite(___gy) -> depth(_g_gy) -> hefty(ggggg)
heist,3,salet(y__yg) -> quich(__g_y) -> heist(ggggg)
helix,3,salet(__gy_) -> himbo(gy___) -> helix(ggggg)
hello,3,salet(__gy_) -> himbo(g___g) -> hello(ggggg)
hence,4,salet(___y_) -> drone(___yg) -> pinch(__ggy) -> hence(ggggg)
heron,3,salet(___y_) -> drone(_yyyy) -> heron(ggggg)
hilly,4,salet(__g__) -> fugly(___gg) -> bodhi(___yy) -> hilly(ggggg)
hinge,4,salet(___y_) -> drone(___yg) -> pinch(_gg_y) -> hinge(ggggg)
hippo,4,salet(_____) -> courd(_y___) -> inbox(y__y_) -> hippo(ggggg)
hippy,4,salet(_____) -> courd(_____) -> nymph(_y_gy) -> hippy(ggggg)
hitch,4,salet(____y) -> north(___yg) -> hiked(gg___) -> hitch(ggggg)
hoard,3,salet(_y___) -> brond(_yy_g) -> hoard(ggggg)
hobby,4,salet(_____) -> courd(_g___) -> boozy(yg__g) -> hobby(ggggg)
hoist,4,salet(y___g) -> moria(_g_y_) -> fehme(__y__) -> hoist(ggggg)
holly,4,salet(__g__) -> fugly(___gg) -> bodhi(_g_y_) -> holly(ggggg)
homer,4,salet(___g_) -> rownd(yg___) -> chevy(_yy__) -> homer(ggggg)
honey,4,salet(___g_) -> rownd(_g_y_) -> charm(_y___) -> honey(ggggg)
honor,4,salet(_____) -> courd(_g_y_) -> moron(_gygy) -> honor(ggggg)
horde,3,salet(___y_) -> drone(yyy_g) -> horde(ggggg)
horny,4,salet(_____) -> courd(_g_y_) -> moron(_gg_y) -> horny(ggggg)
horse,3,salet(y__y_) -> rhone(yyy_g) -> horse(ggggg)
hotel,3,salet(__ygy) -> motel(_gggg) -> hotel(ggggg)
hotly,3,salet(__y_y) -> troll(y_yg_) -> hotly(ggggg)
hound,4,salet(_____) -> courd(_gg_g) -> whump(_yg__) -> hound(ggggg)
house,3,salet(y__y_) -> rhone(_yy_g) -> house(ggggg)
hovel,4,salet(__yg_) -> bevor(_ygy_) -> novel(_gggg) -> hovel(ggggg)
hover,4,salet(___g_) -> rownd(yg___) -> chevy(_yyy_) -> hover(ggggg)
howdy,4,salet(_____) -> courd(_g__y) -> dowdy(_gggg) -> howdy(ggggg)
human,4,salet(_y___) -> brond(___y_) -> chain(_yy_g) -> human(ggggg)
humid,4,salet(_____) -> courd(__y_g) -> undid(y__gg) -> humid(ggggg)
humor,4,salet(_____) -> courd(_yyy_) -> furor(_g_gg) -> humor(ggggg)
humph,4,salet(_____) -> courd(__y__) -> gimpy(__gg_) -> humph(ggggg)
humus,3,salet(y____) -> mucho(yg_y_) -> humus(ggggg)
hunch,4,salet(_____) -> courd(y_y__) -> humpy(gg___) -> hunch(ggggg)
hunky,5,salet(_____) -> courd(__y__) -> gimpy(____g) -> funny(_gg_g) -> hunky(ggggg)
hurry,3,salet(_____) -> courd(__yg_) -> hurry(ggggg)
husky,4,salet(y____) -> mucho(_g_y_) -> hussy(ggg_g) -> husky(ggggg)
hussy,3,salet(y____) -> mucho(_g_y_) -> hussy(ggggg)
hutch,4,salet(____y) -> north(___yg) -> hiked(g____) -> hutch(ggggg)
hydro,3,salet(_____) -> courd(_y_gy) -> hydro(ggggg)
hyena,3,salet(_y_y_) -> beard(_yy__) -> hyena(ggggg)
hymen,4,salet(___g_) -> rownd(___y_) -> gumps(__g__) -> hymen(ggggg)
hyper,4,salet(___g_) -> rownd(y____) -> pubic(y____) -> hyper(ggggg)
icily,4,salet(__y__) -> courd(y____) -> lynch(yy_y_) -> icily(ggggg)
icing,4,salet(_____) -> courd(y____) -> fawny(___g_) -> icing(ggggg)
ideal,4,salet(_yyy_) -> gnarl(__y_g) -> medal(_yygg) -> ideal(ggggg)
idiom,4,salet(_____) -> courd(_y__y) -> widow(_yyg_) -> idiom(ggggg)
idiot,3,salet(____g) -> groin(__yy_) -> idiot(ggggg)
idler,3,salet(__gg_) -> raged(y__gy) -> idler(ggggg)
idyll,3,salet(__y__) -> courd(____y) -> idyll(ggggg)
igloo,3,salet(__g__) -> fugly(__yy_) -> igloo(ggggg)
iliac,3,salet(_yy__) -> corni(y___y) -> iliac(ggggg)
image,4,salet(_y_y_) -> beard(_yg__) -> aking(y_y_y) -> image(ggggg)
imbue,4,salet(___y_) -> drone(____g) -> coqui(___gy) -> imbue(ggggg)
impel,5,salet(__yg_) -> bevor(_y___) -> chink(__y__) -> pixel(yy_gg) -> impel(ggggg)
imply,4,salet(__y__) -> courd(_____) -> lying(yyy__) -> imply(ggggg)
inane,4,salet(_y_y_) -> beard(_yg__) -> aking(y_yg_) -> inane(ggggg)
inbox,3,salet(_____) -> courd(_y___) -> inbox(ggggg)
incur,3,salet(_____) -> courd(y_yy_) -> incur(ggggg)
index,3,salet(___g_) -> rownd(___yy) -> index(ggggg)
inept,3,salet(___yg) -> runic(__yy_) -> inept(ggggg)
inert,3,salet(___yg) -> runic(y_yy_) -> inert(ggggg)
infer,4,salet(___g_) -> rownd(y__y_) -> finer(yyygg) -> infer(ggggg)
ingot,3,salet(____g) -> groin(y_yyy) -> ingot(ggggg)
inlay,3,salet(_yg__) -> allay(__ggg) -> inlay(ggggg)
inlet,2,salet(__ggg) -> inlet(ggggg)
inner,4,salet(___g_) -> rownd(y__y_) -> finer(_yggg) -> inner(ggggg)
input,3,salet(____g) -> groin(___yy) -> input(ggggg)
inter,3,salet(___gy) -> mohur(____g) -> inter(ggggg)
intro,3,salet(____y) -> north(yyyy_) -> intro(ggggg)
ionic,4,salet(_____) -> courd(yg___) -> pooch(_g_y_) -> ionic(ggggg)
irate,3,salet(_y_yy) -> grate(_gggg) -> irate(ggggg)
irony,4,salet(_____) -> courd(_y_y_) -> gimpy(_y__g) -> irony(ggggg)
islet,2,salet(y_ggg) -> islet(ggggg)
issue,3,salet(y__y_) -> rhone(____g) -> issue(ggggg)
itchy,4,salet(____y) -> north(___yy) -> pithy(_yygg) -> itchy(ggggg)
ivory,3,salet(_____) -> courd(_y_g_) -> ivory(ggggg)
jaunt,4,salet(_g__g) -> thing(y__g_) -> dives(_____) -> jaunt(ggggg)
jazzy,5,salet(_g___) -> corny(____g) -> pudgy(____g) -> mammy(_g__g) -> jazzy(ggggg)
jelly,3,salet(__gy_) -> himbo(_____) -> jelly(ggggg)
jerky,4,salet(___y_) -> drone(_y__y) -> murry(__g_g) -> jerky(ggggg)
jetty,3,salet(___yy) -> trite(y__gy) -> jetty(ggggg)
jewel,3,salet(__yg_) -> bevor(_g___) -> jewel(ggggg)
jiffy,5,salet(_____) -> courd(_____) -> nymph(_y___) -> fizzy(yg__g) -> jiffy(ggggg)
joint,4,salet(____g) -> groin(__yyy) -> point(_gggg) -> joint(ggggg)
joist,4,salet(y___g) -> moria(_g_y_) -> fehme(_____) -> joist(ggggg)
joker,4,salet(___g_) -> rownd(yg___) -> chevy(__y__) -> joker(ggggg)
jolly,4,salet(__g__) -> fugly(___gg) -> bodhi(_g___) -> jolly(ggggg)
joust,4,salet(y___g) -> moria(_g___) -> boost(_g_gg) -> joust(ggggg)
judge,4,salet(___y_) -> drone(y___g) -> whift(_____) -> judge(ggggg)
juice,4,salet(___y_) -> drone(____g) -> coqui(y__yy) -> juice(ggggg)
juicy,4,salet(_____) -> courd(y_y__) -> humpy(_g__g) -> juicy(ggggg)
jumbo,4,salet(_____) -> courd(_yy__) -> gumbo(_gggg) -> jumbo(ggggg)
jumpy,4,salet(_____) -> courd(__y__) -> gimpy(__ggg) -> jumpy(ggggg)
junta,3,salet(_y__y) -> conia(__g_g) -> junta(ggggg)
junto,3,salet(____y) -> north(yy_g_) -> junto(ggggg)
juror,4,salet(_____) -> courd(_yyy_) -> furor(_gggg) -> juror(ggggg)
kappa,4,salet(_g___) -> corny(_____) -> gamma(_g__g) -> kappa(ggggg)
karma,4,salet(_g___) -> corny(__g__) -> parka(_ggyg) -> karma(ggggg)
kayak,3,salet(_g___) -> corny(____y) -> kayak(ggggg)
kebab,3,salet(_y_y_) -> beard(ygy__) -> kebab(ggggg)
