secret,turns,path
fetid,4,salet(___yy) -> trite(y_y_y) -> ethic(yy_g_) -> fetid(ggggg)
fetus,3,salet(y__yy) -> those(y__yy) -> fetus(ggggg)
fever,6,salet(___g_) -> diner(___gg) -> rower(___gg) -> buyer(___gg) -> cheer(__ygg) -> fever(ggggg)
fewer,4,salet(___g_) -> diner(___gg) -> rower(__ggg) -> fewer(ggggg)
fiber,4,salet(___g_) -> diner(_g_gg) -> river(_g_gg) -> fiber(ggggg)
fibre,4,salet(___y_) -> drone(_y__g) -> merge(__y_g) -> fibre(ggggg)
ficus,3,salet(y____) -> missy(_gy__) -> ficus(ggggg)
field,4,salet(__yy_) -> elide(yyyy_) -> biffy(_gy__) -> field(ggggg)
fiend,3,salet(___y_) -> drone(y__gy) -> fiend(ggggg)
fiery,5,salet(___y_) -> drone(_y__y) -> merry(_y_gg) -> divis(_g___) -> fiery(ggggg)
fifth,3,salet(____y) -> north(___gg) -> fifth(ggggg)
fifty,4,salet(____y) -> north(___g_) -> kitty(_g_gg) -> fifty(ggggg)
fight,4,salet(____g) -> ingot(y_g_g) -> thraw(yy___) -> fight(ggggg)
filer,3,salet(__gg_) -> mudir(___yg) -> filer(ggggg)
filet,2,salet(__ggg) -> filet(ggggg)
filly,3,salet(__g__) -> folly(g_ggg) -> filly(ggggg)
filmy,3,salet(__g__) -> folly(g_g_g) -> filmy(ggggg)
filth,2,salet(__g_y) -> filth(ggggg)
final,4,salet(_yy__) -> alarm(yy___) -> local(___gg) -> final(ggggg)
finch,5,salet(_____) -> round(___y_) -> nymph(y___g) -> wafts(__y__) -> finch(ggggg)
finer,3,salet(___g_) -> diner(_gggg) -> finer(ggggg)
first,3,salet(y___g) -> frost(gy_gg) -> first(ggggg)
fishy,4,salet(y____) -> missy(_gg_g) -> flunk(g____) -> fishy(ggggg)
fixer,5,salet(___g_) -> diner(_g_gg) -> river(_g_gg) -> fiber(gg_gg) -> fixer(ggggg)
fizzy,4,salet(_____) -> round(_____) -> picky(_g__g) -> fizzy(ggggg)
fjord,4,salet(_____) -> round(yy__g) -> chord(__ggg) -> fjord(ggggg)
flack,5,salet(_yy__) -> alarm(_gg__) -> clank(ygg_g) -> black(_gggg) -> flack(ggggg)
flail,4,salet(_yy__) -> alarm(_gg__) -> clank(_gg__) -> flail(ggggg)
flair,3,salet(_yy__) -> alarm(_ggy_) -> flair(ggggg)
flake,5,salet(_yyy_) -> regal(_y_yy) -> amble(y__yg) -> place(_gg_g) -> flake(ggggg)
flaky,4,salet(_yy__) -> alarm(_gg__) -> clank(_gg_y) -> flaky(ggggg)
flame,4,salet(_yyy_) -> regal(_y_yy) -> amble(yy_yg) -> flame(ggggg)
flank,5,salet(_yy__) -> alarm(_gg__) -> clank(_gggg) -> beeps(_____) -> flank(ggggg)
flare,4,salet(_yyy_) -> regal(yy_yy) -> blare(_gggg) -> flare(ggggg)
flash,3,salet(yyy__) -> class(_ggg_) -> flash(ggggg)
flask,4,salet(yyy__) -> class(_ggg_) -> flash(gggg_) -> flask(ggggg)
fleck,4,salet(__yy_) -> elide(yg___) -> clerk(ygg_g) -> fleck(ggggg)
fleet,2,salet(__ygg) -> fleet(ggggg)
flesh,3,salet(y_yy_) -> zooms(____y) -> flesh(ggggg)
flick,4,salet(__y__) -> could(y__y_) -> lyric(y__yy) -> flick(ggggg)
flier,4,salet(__yg_) -> leper(y__gg) -> bousy(_____) -> flier(ggggg)
fling,3,salet(__y__) -> could(___y_) -> fling(ggggg)
flint,3,salet(__y_g) -> glint(_gggg) -> flint(ggggg)
flirt,3,salet(__y_g) -> glint(_gg_g) -> flirt(ggggg)
float,4,salet(_yy_g) -> gloat(_gggg) -> bloat(_gggg) -> float(ggggg)
flock,4,salet(__y__) -> could(yy_y_) -> block(_gggg) -> flock(ggggg)
flood,4,salet(__y__) -> could(_y_yg) -> blond(_gg_g) -> flood(ggggg)
floor,4,salet(__y__) -> could(_y_y_) -> growl(_yg_y) -> floor(ggggg)
flora,3,salet(_yy__) -> alarm(yg_g_) -> flora(ggggg)
floss,2,salet(y_y__) -> floss(ggggg)
flour,3,salet(__y__) -> could(_yyy_) -> flour(ggggg)
flout,4,salet(__y_g) -> glint(_g__g) -> clout(_gggg) -> flout(ggggg)
flown,5,salet(__y__) -> could(_y_y_) -> growl(__ggy) -> blown(_gggg) -> flown(ggggg)
fluff,4,salet(__y__) -> could(__gy_) -> bluff(_gggg) -> fluff(ggggg)
fluid,3,salet(__y__) -> could(__gyg) -> fluid(ggggg)
fluke,4,salet(__yy_) -> elide(_g__g) -> bloke(_g_gg) -> fluke(ggggg)
flume,4,salet(__yy_) -> elide(_g__g) -> bloke(_g__g) -> flume(ggggg)
flung,4,salet(__y__) -> could(__gy_) -> bluff(_ggy_) -> flung(ggggg)
flunk,5,salet(__y__) -> could(__gy_) -> bluff(_ggy_) -> flung(gggg_) -> flunk(ggggg)
flush,3,salet(y_y__) -> floss(gg_g_) -> flush(ggggg)
flute,3,salet(__yyy) -> title(y__yg) -> flute(ggggg)
flyer,4,salet(__yg_) -> leper(y__gg) -> bousy(____y) -> flyer(ggggg)
foamy,4,salet(_y___) -> adorn(y_y__) -> mocha(yg__y) -> foamy(ggggg)
focal,4,salet(_yy__) -> alarm(yy___) -> local(_gggg) -> focal(ggggg)
focus,4,salet(y____) -> missy(__y__) -> bonus(_g_gg) -> focus(ggggg)
foggy,4,salet(_____) -> round(_g___) -> boozy(_g__g) -> foggy(ggggg)
foist,3,salet(y___g) -> frost(g_ygg) -> foist(ggggg)
folio,3,salet(__g__) -> folly(ggg__) -> folio(ggggg)
folly,2,salet(__g__) -> folly(ggggg)
foray,4,salet(_y___) -> adorn(y_yy_) -> bravo(_yy_y) -> foray(ggggg)
force,4,salet(___y_) -> drone(_yy_g) -> gorge(_gg_g) -> force(ggggg)
forge,4,salet(___y_) -> drone(_yy_g) -> gorge(_gggg) -> forge(ggggg)
forgo,4,salet(_____) -> round(yg___) -> imshy(_____) -> forgo(ggggg)
forte,3,salet(___yy) -> trite(_y_gg) -> forte(ggggg)
forth,3,salet(____y) -> north(_gggg) -> forth(ggggg)
forty,3,salet(____y) -> north(_ggg_) -> forty(ggggg)
forum,3,salet(_____) -> round(ygy__) -> forum(ggggg)
found,4,salet(_____) -> round(_gggg) -> bumph(_y___) -> found(ggggg)
foyer,5,salet(___g_) -> diner(___gg) -> rower(_g_gg) -> mucky(____y) -> foyer(ggggg)
frail,4,salet(_yy__) -> alarm(_ygy_) -> gibed(_y___) -> frail(ggggg)
frame,5,salet(_y_y_) -> beard(_ygy_) -> crave(_gg_g) -> graze(_gg_g) -> frame(ggggg)
frank,4,salet(_y___) -> adorn(y__yy) -> pricy(_g___) -> frank(ggggg)
fraud,4,salet(_y___) -> adorn(yy_y_) -> braid(_gg_g) -> fraud(ggggg)
freak,4,salet(_y_y_) -> beard(_yyy_) -> cream(_ggg_) -> freak(ggggg)
freed,4,salet(___g_) -> diner(y__gy) -> befog(_yy__) -> freed(ggggg)
freer,4,salet(___g_) -> diner(___gg) -> rower(y__gg) -> freer(ggggg)
fresh,4,salet(y__y_) -> rouse(y__gy) -> duces(___yy) -> fresh(ggggg)
friar,5,salet(_y___) -> adorn(y__y_) -> crazy(_gy__) -> briar(_gggg) -> friar(ggggg)
fried,4,salet(___g_) -> diner(yy_gy) -> pricy(_gg__) -> fried(ggggg)
frill,4,salet(__y__) -> could(___g_) -> girly(_yyg_) -> frill(ggggg)
frisk,3,salet(y____) -> missy(_y_g_) -> frisk(ggggg)
fritz,3,salet(____y) -> north(__yg_) -> fritz(ggggg)
frock,4,salet(_____) -> round(yy___) -> crook(ygg_g) -> frock(ggggg)
frond,3,salet(_____) -> round(yy_gg) -> frond(ggggg)
front,4,salet(____g) -> ingot(_y_yg) -> count(_y_gg) -> front(ggggg)
frost,2,salet(y___g) -> frost(ggggg)
froth,4,salet(____y) -> north(_yygg) -> broth(_gggg) -> froth(ggggg)
frown,5,salet(_____) -> round(yy_y_) -> bagie(_____) -> crown(_gggg) -> frown(ggggg)
froze,4,salet(___y_) -> drone(_gg_g) -> probe(_gg_g) -> froze(ggggg)
fruit,3,salet(____g) -> ingot(y___g) -> fruit(ggggg)
fudge,4,salet(___y_) -> drone(y___g) -> hijab(_____) -> fudge(ggggg)
fugue,4,salet(___y_) -> drone(____g) -> piece(____g) -> fugue(ggggg)
fully,4,salet(__g__) -> folly(g_ggg) -> filly(g_ggg) -> fully(ggggg)
fungi,4,salet(_____) -> round(__yy_) -> hunky(_gg__) -> fungi(ggggg)
funky,4,salet(_____) -> round(__yy_) -> hunky(_gggg) -> funky(ggggg)
funny,4,salet(_____) -> round(__yg_) -> bunny(_gggg) -> funny(ggggg)
furor,3,salet(_____) -> round(yyy__) -> furor(ggggg)
furry,4,salet(_____) -> round(y_y__) -> curry(_gggg) -> furry(ggggg)
fussy,3,salet(y____) -> missy(__ggg) -> fussy(ggggg)
fuzzy,5,salet(_____) -> round(__y__) -> jumpy(_g__g) -> buggy(_g__g) -> fuzzy(ggggg)
gaffe,4,salet(_g_y_) -> crumb(_____) -> naive(_g__g) -> gaffe(ggggg)
gaily,4,salet(_gy__) -> banal(_g__y) -> daily(_gggg) -> gaily(ggggg)
gamer,2,salet(_g_g_) -> gamer(ggggg)
gamma,4,salet(_g___) -> cairn(_g___) -> gaudy(gg___) -> gamma(ggggg)
gamut,3,salet(_g__g) -> thing(y___y) -> gamut(ggggg)
gassy,3,salet(yg___) -> roins(____y) -> gassy(ggggg)
gaudy,3,salet(_g___) -> cairn(_g___) -> gaudy(ggggg)
gauge,3,salet(_g_y_) -> crumb(__g__) -> gauge(ggggg)
gaunt,3,salet(_g__g) -> thing(y__gy) -> gaunt(ggggg)
gauze,4,salet(_g_y_) -> crumb(__g__) -> gauge(ggg_g) -> gauze(ggggg)
gavel,3,salet(_gyg_) -> lager(ygyg_) -> gavel(ggggg)
gawky,4,salet(_g___) -> cairn(_g___) -> gaudy(gg__g) -> gawky(ggggg)
gayer,3,salet(_g_g_) -> gamer(gg_gg) -> gayer(ggggg)
gayly,4,salet(_gy__) -> banal(_g__y) -> daily(_g_gg) -> gayly(ggggg)
gazer,4,salet(_g_g_) -> gamer(gg_gg) -> gayer(gg_gg) -> gazer(ggggg)
gecko,3,salet(___y_) -> drone(__y_y) -> gecko(ggggg)
geeky,4,salet(___y_) -> drone(____y) -> beech(_gg__) -> geeky(ggggg)
geese,4,salet(y__y_) -> rouse(___gg) -> dense(_g_gg) -> geese(ggggg)
genie,4,salet(___y_) -> drone(___yg) -> hence(_gg_g) -> genie(ggggg)
genre,3,salet(___y_) -> drone(_y_yg) -> genre(ggggg)
ghost,4,salet(y___g) -> frost(__ggg) -> boost(__ggg) -> ghost(ggggg)
ghoul,4,salet(__y__) -> could(_yyy_) -> flour(_ygg_) -> ghoul(ggggg)
giant,4,salet(_y__g) -> crudo(_____) -> await(__gyg) -> giant(ggggg)
giddy,3,salet(_____) -> round(____y) -> giddy(ggggg)
gipsy,3,salet(y____) -> missy(_g_gg) -> gipsy(ggggg)
girly,3,salet(__y__) -> could(___g_) -> girly(ggggg)
girth,4,salet(____y) -> north(__ggg) -> bagie(__yy_) -> girth(ggggg)
given,3,salet(___g_) -> diner(_gyg_) -> given(ggggg)
giver,4,salet(___g_) -> diner(_g_gg) -> river(_gggg) -> giver(ggggg)
glade,3,salet(_yyy_) -> regal(_yyyy) -> glade(ggggg)
gland,5,salet(_yy__) -> alarm(_gg__) -> clank(_ggg_) -> bland(_gggg) -> gland(ggggg)
glare,3,salet(_yyy_) -> regal(yyyyy) -> glare(ggggg)
glass,3,salet(yyy__) -> class(_gggg) -> glass(ggggg)
glaze,4,salet(_yyy_) -> regal(_yyyy) -> glade(ggg_g) -> glaze(ggggg)
gleam,3,salet(_yyy_) -> regal(_yygy) -> gleam(ggggg)
glean,4,salet(_yyy_) -> regal(_yygy) -> gleam(gggg_) -> glean(ggggg)
glide,3,salet(__yy_) -> elide(_gggg) -> glide(ggggg)
glint,2,salet(__y_g) -> glint(ggggg)
gloat,2,salet(_yy_g) -> gloat(ggggg)
globe,4,salet(__yy_) -> elide(_g__g) -> bloke(ygg_g) -> globe(ggggg)
gloom,4,salet(__y__) -> could(_y_y_) -> growl(g_g_y) -> gloom(ggggg)
glory,4,salet(__y__) -> could(_y_y_) -> growl(gyg_y) -> glory(ggggg)
gloss,3,salet(y_y__) -> floss(_gggg) -> gloss(ggggg)
glove,5,salet(__yy_) -> elide(_g__g) -> bloke(_gg_g) -> clone(_gg_g) -> glove(ggggg)
glyph,4,salet(__y__) -> could(___y_) -> fling(_g__y) -> glyph(ggggg)
gnash,4,salet(yy___) -> brash(__ggg) -> unlaw(_g_y_) -> gnash(ggggg)
gnome,3,salet(___y_) -> drone(__gyg) -> gnome(ggggg)
godly,3,salet(__y__) -> could(_g_gy) -> godly(ggggg)
going,3,salet(_____) -> round(_g_g_) -> going(ggggg)
golem,3,salet(__gg_) -> mudir(y____) -> golem(ggggg)
golly,4,salet(__g__) -> folly(_gggg) -> hadji(_____) -> golly(ggggg)
gonad,3,salet(_y___) -> adorn(yyy_y) -> gonad(ggggg)
goner,3,salet(___g_) -> diner(__ggg) -> goner(ggggg)
goody,4,salet(_____) -> round(_g__y) -> dowdy(_g_gg) -> goody(ggggg)
gooey,4,salet(___g_) -> diner(___g_) -> emcee(___g_) -> gooey(ggggg)
goofy,4,salet(_____) -> round(_g___) -> boozy(_gg_g) -> goofy(ggggg)
goose,4,salet(y__y_) -> rouse(_g_gg) -> piing(____y) -> goose(ggggg)
gorge,3,salet(___y_) -> drone(_yy_g) -> gorge(ggggg)
gouge,4,salet(___y_) -> drone(__y_g) -> vogue(_gyyg) -> gouge(ggggg)
gourd,3,salet(_____) -> round(ygg_g) -> gourd(ggggg)
grace,4,salet(_y_y_) -> beard(_ygy_) -> crave(ygg_g) -> grace(ggggg)
grade,4,salet(_y_y_) -> beard(_ygyy) -> drape(ygg_g) -> grade(ggggg)
graft,4,salet(_y__g) -> crudo(_g___) -> grant(ggg_g) -> graft(ggggg)
grail,4,salet(_yy__) -> alarm(_ygy_) -> gibed(gy___) -> grail(ggggg)
grain,4,salet(_y___) -> adorn(y__yg) -> brawn(_gg_g) -> grain(ggggg)
grand,4,salet(_y___) -> adorn(yy_yy) -> brand(_gggg) -> grand(ggggg)
grant,3,salet(_y__g) -> crudo(_g___) -> grant(ggggg)
grape,5,salet(_y_y_) -> beard(_ygy_) -> crave(_gg_g) -> graze(ggg_g) -> grape(ggggg)
graph,4,salet(_y___) -> adorn(y__y_) -> crazy(_gg__) -> graph(ggggg)
grasp,4,salet(yy___) -> brash(_ggg_) -> crass(_ggg_) -> grasp(ggggg)
grass,4,salet(yy___) -> brash(_ggg_) -> crass(_gggg) -> grass(ggggg)
grate,2,salet(_y_yy) -> grate(ggggg)
grave,4,salet(_y_y_) -> beard(_ygy_) -> crave(_gggg) -> grave(ggggg)
gravy,4,salet(_y___) -> adorn(y__y_) -> crazy(_gg_g) -> gravy(ggggg)
graze,4,salet(_y_y_) -> beard(_ygy_) -> crave(_gg_g) -> graze(ggggg)
great,3,salet(_y_yg) -> heart(_yyyg) -> great(ggggg)
greed,4,salet(___g_) -> diner(y__gy) -> befog(_y__y) -> greed(ggggg)
green,3,salet(___g_) -> diner(__ygy) -> green(ggggg)
greet,3,salet(___gg) -> cerne(_yy_y) -> greet(ggggg)
grief,4,salet(___g_) -> diner(_y_gy) -> brief(_gggg) -> grief(ggggg)
grill,4,salet(__y__) -> could(___g_) -> girly(gyyg_) -> grill(ggggg)
grime,5,salet(___y_) -> drone(_g__g) -> prime(_gggg) -> crime(_gggg) -> grime(ggggg)
grimy,4,salet(_____) -> round(y____) -> crimp(_ggg_) -> grimy(ggggg)
grind,3,salet(_____) -> round(y__gg) -> grind(ggggg)
gripe,4,salet(___y_) -> drone(_g__g) -> prime(ygg_g) -> gripe(ggggg)
groan,3,salet(_y___) -> adorn(y_gyg) -> groan(ggggg)
groin,4,salet(_____) -> round(yy_y_) -> bagie(__yg_) -> groin(ggggg)
groom,5,salet(_____) -> round(yy___) -> crook(_ggg_) -> broom(_gggg) -> groom(ggggg)
grope,4,salet(___y_) -> drone(_gg_g) -> probe(ygg_g) -> grope(ggggg)
gross,4,salet(y____) -> missy(__yg_) -> urged(_gy__) -> gross(ggggg)
group,5,salet(_____) -> round(yyy__) -> furor(_yyy_) -> croup(_gggg) -> group(ggggg)
grout,3,salet(____g) -> ingot(__yyg) -> grout(ggggg)
grove,5,salet(___y_) -> drone(_gg_g) -> probe(_gg_g) -> froze(_gg_g) -> grove(ggggg)
growl,3,salet(__y__) -> could(_y_y_) -> growl(ggggg)
grown,4,salet(_____) -> round(yy_y_) -> bagie(__y__) -> grown(ggggg)
gruel,4,salet(__yg_) -> leper(y__gy) -> cruel(_gggg) -> gruel(ggggg)
gruff,4,salet(_____) -> round(y_g__) -> crump(_gg__) -> gruff(ggggg)
grunt,3,salet(____g) -> ingot(_yy_g) -> grunt(ggggg)
guard,4,salet(_y___) -> adorn(yy_g_) -> sucky(_g___) -> guard(ggggg)
guava,4,salet(_y___) -> adorn(y____) -> champ(__g__) -> guava(ggggg)
guess,3,salet(y__y_) -> rouse(__ygy) -> guess(ggggg)
guest,3,salet(y__yg) -> crest(__ggg) -> guest(ggggg)
guide,4,salet(___y_) -> drone(y___g) -> hijab(_y___) -> guide(ggggg)
guild,4,salet(__y__) -> could(__ygg) -> build(_gggg) -> guild(ggggg)
guile,3,salet(__yy_) -> elide(_yg_g) -> guile(ggggg)
guilt,3,salet(__y_g) -> glint(gyg_g) -> guilt(ggggg)
guise,3,salet(y__y_) -> rouse(__ygg) -> guise(ggggg)
gulch,3,salet(__g__) -> folly(__g__) -> gulch(ggggg)
gully,4,salet(__g__) -> folly(__ggg) -> dhobi(_____) -> gully(ggggg)
gumbo,3,salet(_____) -> round(_yy__) -> gumbo(ggggg)
gummy,4,salet(_____) -> round(__y__) -> jumpy(_gg_g) -> gummy(ggggg)
guppy,4,salet(_____) -> round(__y__) -> jumpy(_g_gg) -> guppy(ggggg)
gusto,3,salet(y___y) -> gourd(gyy__) -> gusto(ggggg)
gusty,3,salet(y___y) -> gourd(g_y__) -> gusty(ggggg)
gypsy,3,salet(y____) -> missy(___gg) -> gypsy(ggggg)
habit,3,salet(_g__g) -> thing(yyy__) -> habit(ggggg)
hairy,4,salet(_g___) -> cairn(_ggg_) -> thoft(_y___) -> hairy(ggggg)
halve,3,salet(_ggy_) -> valve(_gggg) -> halve(ggggg)
handy,4,salet(_g___) -> cairn(_g__y) -> dodgy(y___g) -> handy(ggggg)
happy,5,salet(_g___) -> cairn(_g___) -> gaudy(_g__g) -> zooms(_____) -> happy(ggggg)
hardy,4,salet(_g___) -> cairn(_g_y_) -> harpy(ggg_g) -> hardy(ggggg)
harem,3,salet(_g_g_) -> gamer(_gygy) -> harem(ggggg)
harpy,3,salet(_g___) -> cairn(_g_y_) -> harpy(ggggg)
harry,4,salet(_g___) -> cairn(_g_g_) -> chime(_y___) -> harry(ggggg)
harsh,3,salet(yg___) -> roins(y___y) -> harsh(ggggg)
haste,3,salet(yg_yy) -> thraw(yy_y_) -> haste(ggggg)
hasty,2,salet(yg__y) -> hasty(ggggg)
hatch,4,salet(_g__y) -> corby(y____) -> humpy(g____) -> hatch(ggggg)
hater,4,salet(_g_gy) -> eater(_gggg) -> chest(_yy_y) -> hater(ggggg)
haunt,3,salet(_g__g) -> thing(yy_g_) -> haunt(ggggg)
haute,3,salet(_g_yy) -> bathe(_gyyg) -> haute(ggggg)
haven,4,salet(_g_g_) -> gamer(_g_g_) -> shaky(_yy__) -> haven(ggggg)
havoc,4,salet(_g___) -> cairn(yg___) -> macho(_gyyy) -> havoc(ggggg)
hazel,4,salet(_gyg_) -> lager(yg_g_) -> canal(_g__g) -> hazel(ggggg)
heady,3,salet(_y_y_) -> beard(_gg_y) -> heady(ggggg)
heard,3,salet(_y_y_) -> beard(_gggg) -> heard(ggggg)
heart,2,salet(_y_yg) -> heart(ggggg)
heath,3,salet(_y_yy) -> grate(__ggy) -> heath(ggggg)
heave,3,salet(_y_y_) -> beard(_gg__) -> heave(ggggg)
heavy,4,salet(_y_y_) -> beard(_gg__) -> heave(gggg_) -> heavy(ggggg)
hedge,4,salet(___y_) -> drone(y___g) -> hijab(g____) -> hedge(ggggg)
hefty,4,salet(___yy) -> trite(___gy) -> empty(y__gg) -> hefty(ggggg)
heist,4,salet(y__yg) -> crest(__ygg) -> exist(y_ggg) -> heist(ggggg)
helix,3,salet(__gy_) -> himbo(gy___) -> helix(ggggg)
hello,3,salet(__gy_) -> himbo(g___g) -> hello(ggggg)
hence,3,salet(___y_) -> drone(___yg) -> hence(ggggg)
heron,3,salet(___y_) -> drone(_yyyy) -> heron(ggggg)
hilly,4,salet(__g__) -> folly(__ggg) -> dhobi(_y__y) -> hilly(ggggg)
hinge,4,salet(___y_) -> drone(___yg) -> hence(g_g_g) -> hinge(ggggg)
hippo,3,salet(_____) -> round(_y___) -> hippo(ggggg)
hippy,4,salet(_____) -> round(_____) -> picky(yg__g) -> hippy(ggggg)
hitch,4,salet(____y) -> north(___yg) -> wiped(_g___) -> hitch(ggggg)
hoard,4,salet(_y___) -> adorn(yyyg_) -> board(_gggg) -> hoard(ggggg)
hobby,4,salet(_____) -> round(_g___) -> boozy(yg__g) -> hobby(ggggg)
hoist,4,salet(y___g) -> frost(__ygg) -> chime(_yg__) -> hoist(ggggg)
holly,4,salet(__g__) -> folly(_gggg) -> hadji(g____) -> holly(ggggg)
homer,5,salet(___g_) -> diner(___gg) -> rower(_g_gg) -> mucky(y____) -> homer(ggggg)
honey,4,salet(___g_) -> diner(__gg_) -> chime(_y__y) -> honey(ggggg)
honor,3,salet(_____) -> round(yg_y_) -> honor(ggggg)
horde,3,salet(___y_) -> drone(yyy_g) -> horde(ggggg)
horny,4,salet(_____) -> round(yg_g_) -> corny(_gggg) -> horny(ggggg)
horse,3,salet(y__y_) -> rouse(yg_gg) -> horse(ggggg)
hotel,2,salet(__ygy) -> hotel(ggggg)
hotly,3,salet(__y_y) -> troll(y_yg_) -> hotly(ggggg)
hound,4,salet(_____) -> round(_gggg) -> bumph(_y__y) -> hound(ggggg)
house,3,salet(y__y_) -> rouse(_gggg) -> house(ggggg)
hovel,4,salet(__yg_) -> leper(y__g_) -> vowel(yg_gg) -> hovel(ggggg)
hover,6,salet(___g_) -> diner(___gg) -> rower(_g_gg) -> mucky(_____) -> boxer(_g_gg) -> hover(ggggg)
howdy,4,salet(_____) -> round(_g__y) -> dowdy(_gggg) -> howdy(ggggg)
human,4,salet(_y___) -> adorn(y___g) -> chain(_yy_g) -> human(ggggg)
humid,3,salet(_____) -> round(__y_g) -> humid(ggggg)
humor,4,salet(_____) -> round(yyy__) -> furor(_g_gg) -> humor(ggggg)
humph,4,salet(_____) -> round(__y__) -> jumpy(_ggg_) -> humph(ggggg)
humus,3,salet(y____) -> missy(y_y__) -> humus(ggggg)
hunch,4,salet(_____) -> round(__yy_) -> hunky(ggg__) -> hunch(ggggg)
hunky,3,salet(_____) -> round(__yy_) -> hunky(ggggg)
hurry,5,salet(_____) -> round(y_y__) -> curry(_gggg) -> furry(_gggg) -> hurry(ggggg)
husky,4,salet(y____) -> missy(__g_g) -> bushy(_ggyg) -> husky(ggggg)
hussy,4,salet(y____) -> missy(__ggg) -> fussy(_gggg) -> hussy(ggggg)
hutch,5,salet(____y) -> north(___yg) -> wiped(_____) -> butch(_gggg) -> hutch(ggggg)
hydro,4,salet(_____) -> round(yy__y) -> droop(yyy__) -> hydro(ggggg)
hyena,4,salet(_y_y_) -> beard(_yy__) -> omega(__g_g) -> hyena(ggggg)
hymen,4,salet(___g_) -> diner(__yg_) -> women(__ggg) -> hymen(ggggg)
hyper,5,salet(___g_) -> diner(___gg) -> rower(___gg) -> buyer(__ygg) -> hyper(ggggg)
icily,3,salet(__y__) -> could(y__g_) -> icily(ggggg)
icing,4,salet(_____) -> round(___g_) -> ninny(_y_g_) -> icing(ggggg)
ideal,4,salet(_yyy_) -> regal(_y_gg) -> equal(y__gg) -> ideal(ggggg)
idiom,3,salet(_____) -> round(_y__y) -> idiom(ggggg)
idiot,3,salet(____g) -> ingot(g__gg) -> idiot(ggggg)
idler,3,salet(__gg_) -> mudir(__yyg) -> idler(ggggg)
idyll,4,salet(__y__) -> could(___gy) -> dimly(yy_gy) -> idyll(ggggg)
igloo,3,salet(__g__) -> folly(_yg__) -> igloo(ggggg)
iliac,4,salet(_yy__) -> alarm(yg___) -> cloak(yg_g_) -> iliac(ggggg)
image,4,salet(_y_y_) -> beard(_yg__) -> kanga(_y_g_) -> image(ggggg)
imbue,4,salet(___y_) -> drone(____g) -> piece(_y__g) -> imbue(ggggg)
impel,3,salet(__yg_) -> leper(y_gg_) -> impel(ggggg)
imply,4,salet(__y__) -> could(___g_) -> girly(_y_gg) -> imply(ggggg)
inane,4,salet(_y_y_) -> beard(_yg__) -> kanga(_yy__) -> inane(ggggg)
inbox,4,salet(_____) -> round(_y_y_) -> onion(_gyg_) -> inbox(ggggg)
incur,3,salet(_____) -> round(y_yy_) -> incur(ggggg)
index,3,salet(___g_) -> diner(yyyg_) -> index(ggggg)
inept,3,salet(___yg) -> erect(__g_g) -> inept(ggggg)
inert,3,salet(___yg) -> erect(_yg_g) -> inert(ggggg)
infer,3,salet(___g_) -> diner(_yygg) -> infer(ggggg)
ingot,2,salet(____g) -> ingot(ggggg)
inlay,3,salet(_yg__) -> allay(__ggg) -> inlay(ggggg)
inlet,3,salet(__ggg) -> filet(_yggg) -> inlet(ggggg)
inner,3,salet(___g_) -> diner(_yggg) -> inner(ggggg)
input,3,salet(____g) -> ingot(gg__g) -> input(ggggg)
inter,4,salet(___gy) -> outer(__ggg) -> deter(__ggg) -> inter(ggggg)
intro,3,salet(____y) -> north(yyyy_) -> intro(ggggg)
ionic,4,salet(_____) -> round(_g_y_) -> conic(_gggg) -> ionic(ggggg)
irate,4,salet(_y_yy) -> grate(_gggg) -> crate(_gggg) -> irate(ggggg)
irony,4,salet(_____) -> round(yy_g_) -> pyxie(_y_y_) -> irony(ggggg)
islet,2,salet(y_ggg) -> islet(ggggg)
issue,4,salet(y__y_) -> rouse(__yyg) -> ensue(__ggg) -> issue(ggggg)
itchy,4,salet(____y) -> north(___yy) -> thump(yy___) -> itchy(ggggg)
ivory,4,salet(_____) -> round(yy___) -> crook(_yg__) -> ivory(ggggg)
jaunt,4,salet(_g__g) -> thing(y__g_) -> divis(_____) -> jaunt(ggggg)
jazzy,5,salet(_g___) -> cairn(_g___) -> gaudy(_g__g) -> zooms(y____) -> jazzy(ggggg)
jelly,4,salet(__gy_) -> himbo(_____) -> delve(_gg__) -> jelly(ggggg)
jerky,4,salet(___y_) -> drone(_y__y) -> merry(_gg_g) -> jerky(ggggg)
jetty,3,salet(___yy) -> trite(y__gy) -> jetty(ggggg)
jewel,4,salet(__yg_) -> leper(yg_g_) -> bevel(_g_gg) -> jewel(ggggg)
jiffy,5,salet(_____) -> round(_____) -> picky(_g__g) -> fizzy(yg__g) -> jiffy(ggggg)
joint,3,salet(____g) -> ingot(yy_yg) -> joint(ggggg)
joist,4,salet(y___g) -> frost(__ygg) -> chime(__g__) -> joist(ggggg)
joker,5,salet(___g_) -> diner(___gg) -> rower(_g_gg) -> mucky(___y_) -> joker(ggggg)
jolly,4,salet(__g__) -> folly(_gggg) -> hadji(___y_) -> jolly(ggggg)
joust,4,salet(y___g) -> frost(__ygg) -> chime(_____) -> joust(ggggg)
judge,4,salet(___y_) -> drone(y___g) -> hijab(__y__) -> judge(ggggg)
