secret,turns,path
fauna,4,reast(__y__) -> monal(__yy_) -> aping(y__g_) -> fauna(ggggg)
favor,4,reast(y_y__) -> carom(_gyg_) -> valor(yg_gg) -> favor(ggggg)
feast,2,reast(_gggg) -> feast(ggggg)
fecal,4,reast(_gy__) -> pedal(_g_gg) -> legal(_g_gg) -> fecal(ggggg)
feign,3,reast(_g___) -> henge(_gyg_) -> feign(ggggg)
fella,3,reast(_gy__) -> pedal(_g_yy) -> fella(ggggg)
felon,3,reast(_g___) -> henge(_gy__) -> felon(ggggg)
femme,4,reast(_g___) -> henge(_g__g) -> medle(yg__g) -> femme(ggggg)
femur,3,reast(yg___) -> lered(_gy__) -> femur(ggggg)
fence,4,reast(_g___) -> henge(_gg_g) -> pence(_gggg) -> fence(ggggg)
feral,3,reast(ygy__) -> cedar(_g_gy) -> feral(ggggg)
ferry,5,reast(yg___) -> lered(_gg__) -> merry(_gggg) -> berry(_gggg) -> ferry(ggggg)
fetal,3,reast(_gy_y) -> petal(_gggg) -> fetal(ggggg)
fetch,3,reast(_g__y) -> depth(_g_yg) -> fetch(ggggg)
fetid,3,reast(_g__y) -> depth(yg_y_) -> fetid(ggggg)
fetus,3,reast(_g_yy) -> yetts(_gg_g) -> fetus(ggggg)
fever,4,reast(yg___) -> lered(_gyg_) -> newer(_g_gg) -> fever(ggggg)
fewer,4,reast(yg___) -> lered(_gyg_) -> newer(_gggg) -> fewer(ggggg)
fiber,4,reast(yy___) -> probe(_y_yy) -> beery(yy_y_) -> fiber(ggggg)
fibre,3,reast(yy___) -> probe(_y_yg) -> fibre(ggggg)
ficus,4,reast(___y_) -> slunk(y_y__) -> music(_yyyy) -> ficus(ggggg)
field,4,reast(_y___) -> clone(_y__y) -> wield(_gggg) -> field(ggggg)
fiend,4,reast(_y___) -> clone(___gy) -> eying(y_yg_) -> fiend(ggggg)
fiery,4,reast(yy___) -> probe(_y__y) -> diner(_g_yy) -> fiery(ggggg)
fifth,4,reast(____y) -> ponty(___g_) -> filth(gg_gg) -> fifth(ggggg)
fifty,5,reast(____y) -> ponty(___gg) -> bawty(___gg) -> ditty(_g_gg) -> fifty(ggggg)
fight,3,reast(____g) -> flint(g_y_g) -> fight(ggggg)
filer,5,reast(yy___) -> probe(_y__y) -> diner(_g_gg) -> liver(yg_gg) -> filer(ggggg)
filet,3,reast(_y__g) -> civet(_g_gg) -> filet(ggggg)
filly,3,reast(_____) -> build(__yg_) -> filly(ggggg)
filmy,4,reast(_____) -> build(__yy_) -> folic(g_gy_) -> filmy(ggggg)
filth,3,reast(____y) -> ponty(___g_) -> filth(ggggg)
final,4,reast(__y__) -> monal(__ggg) -> canal(__ggg) -> final(ggggg)
finch,5,reast(_____) -> build(__y__) -> pinky(_gg__) -> winch(_gggg) -> finch(ggggg)
finer,6,reast(yy___) -> probe(_y__y) -> diner(_gggg) -> liner(_gggg) -> miner(_gggg) -> finer(ggggg)
first,3,reast(y__gg) -> trust(_y_gg) -> first(ggggg)
fishy,4,reast(___y_) -> slunk(y____) -> wispy(_gg_g) -> fishy(ggggg)
fixer,5,reast(yy___) -> probe(_y__y) -> diner(_g_gg) -> liver(_g_gg) -> fixer(ggggg)
fizzy,5,reast(_____) -> build(__y__) -> pinky(_g__g) -> jiffy(_gy_g) -> fizzy(ggggg)
fjord,3,reast(y____) -> courd(_y_gg) -> fjord(ggggg)
flack,3,reast(__g__) -> clank(ygg_g) -> flack(ggggg)
flail,4,reast(__g__) -> clank(_gg__) -> plaza(_gg__) -> flail(ggggg)
flair,4,reast(y_g__) -> drawn(_yg__) -> claro(_ggy_) -> flair(ggggg)
flake,5,reast(_yg__) -> glade(_gg_g) -> blame(_gg_g) -> place(_gg_g) -> flake(ggggg)
flaky,3,reast(__g__) -> clank(_gg_y) -> flaky(ggggg)
flame,4,reast(_yg__) -> glade(_gg_g) -> blame(_gggg) -> flame(ggggg)
flank,3,reast(__g__) -> clank(_gggg) -> flank(ggggg)
flare,3,reast(yyg__) -> brace(_yg_g) -> flare(ggggg)
flash,4,reast(__gg_) -> slash(_gggg) -> clash(_gggg) -> flash(ggggg)
flask,4,reast(__gg_) -> slash(_ggg_) -> clasp(_ggg_) -> flask(ggggg)
fleck,3,reast(_y___) -> clone(yg__y) -> fleck(ggggg)
fleet,3,reast(_y__g) -> civet(___gg) -> fleet(ggggg)
flesh,3,reast(_y_g_) -> close(_g_gy) -> flesh(ggggg)
flick,4,reast(_____) -> build(__gy_) -> clink(ygg_g) -> flick(ggggg)
flier,4,reast(yy___) -> probe(_y__y) -> diner(_y_gg) -> flier(ggggg)
fling,4,reast(_____) -> build(__gy_) -> clink(_ggg_) -> fling(ggggg)
flint,2,reast(____g) -> flint(ggggg)
flirt,3,reast(y___g) -> bruit(_y_yg) -> flirt(ggggg)
float,4,reast(__y_g) -> atilt(y__yg) -> gloat(_gggg) -> float(ggggg)
flock,4,reast(_____) -> build(___y_) -> clown(ygg__) -> flock(ggggg)
flood,3,reast(_____) -> build(___yg) -> flood(ggggg)
floor,4,reast(y____) -> courd(_y_y_) -> grown(_yg__) -> floor(ggggg)
flora,4,reast(y_y__) -> carom(_yyy_) -> organ(yy_y_) -> flora(ggggg)
floss,2,reast(___g_) -> floss(ggggg)
flour,4,reast(y____) -> courd(_yyy_) -> juror(_y_yg) -> flour(ggggg)
flout,3,reast(____g) -> flint(gg__g) -> flout(ggggg)
flown,4,reast(_____) -> build(___y_) -> clown(_gggg) -> flown(ggggg)
fluff,4,reast(_____) -> build(_y_y_) -> plunk(_gg__) -> fluff(ggggg)
fluid,3,reast(_____) -> build(_yyyg) -> fluid(ggggg)
fluke,4,reast(_y___) -> clone(_g__g) -> flume(ggg_g) -> fluke(ggggg)
flume,3,reast(_y___) -> clone(_g__g) -> flume(ggggg)
flung,5,reast(_____) -> build(_y_y_) -> plunk(_ggg_) -> clung(_gggg) -> flung(ggggg)
flunk,4,reast(_____) -> build(_y_y_) -> plunk(_gggg) -> flunk(ggggg)
flush,3,reast(___g_) -> floss(gg_g_) -> flush(ggggg)
flute,3,reast(_y__y) -> title(y__yg) -> flute(ggggg)
flyer,5,reast(yy___) -> probe(_y__y) -> diner(___gg) -> queer(___gg) -> flyer(ggggg)
foamy,3,reast(__g__) -> clank(__g__) -> foamy(ggggg)
focal,5,reast(__y__) -> monal(_g_gg) -> local(_gggg) -> vocal(_gggg) -> focal(ggggg)
focus,4,reast(___y_) -> slunk(y_y__) -> music(_yy_y) -> focus(ggggg)
foggy,4,reast(_____) -> build(_____) -> choof(__y_y) -> foggy(ggggg)
foist,5,reast(___gg) -> joist(_gggg) -> hoist(_gggg) -> moist(_gggg) -> foist(ggggg)
folio,4,reast(_____) -> build(__yy_) -> folic(gggg_) -> folio(ggggg)
folly,4,reast(_____) -> build(___g_) -> ghyll(__ygy) -> folly(ggggg)
foray,3,reast(y_y__) -> carom(_ygy_) -> foray(ggggg)
force,4,reast(yy___) -> probe(_yy_g) -> forge(ggg_g) -> force(ggggg)
forge,3,reast(yy___) -> probe(_yy_g) -> forge(ggggg)
forgo,4,reast(y____) -> courd(_g_y_) -> moron(_ggy_) -> forgo(ggggg)
forte,3,reast(yy__y) -> toter(yg_yy) -> forte(ggggg)
forth,3,reast(y___y) -> throw(yygy_) -> forth(ggggg)
forty,3,reast(y___y) -> throw(y_gy_) -> forty(ggggg)
forum,3,reast(y____) -> courd(_gyy_) -> forum(ggggg)
found,4,reast(_____) -> build(_y__g) -> fumed(gy__g) -> found(ggggg)
foyer,6,reast(yy___) -> probe(_yy_y) -> mower(_g_gg) -> cover(_g_gg) -> gofer(_gygg) -> foyer(ggggg)
frail,4,reast(y_g__) -> drawn(_gg__) -> graip(_ggg_) -> frail(ggggg)
frame,5,reast(yyg__) -> brace(_gg_g) -> drape(_gg_g) -> graze(_gg_g) -> frame(ggggg)
frank,4,reast(y_g__) -> drawn(_gg_y) -> franc(gggg_) -> frank(ggggg)
fraud,3,reast(y_g__) -> drawn(ygg__) -> fraud(ggggg)
freak,4,reast(yyy__) -> wager(_y_yy) -> bread(_ggg_) -> freak(ggggg)
freed,4,reast(yy___) -> probe(_g__y) -> cried(_g_gg) -> freed(ggggg)
freer,4,reast(yy___) -> probe(_g__y) -> cried(_g_g_) -> freer(ggggg)
fresh,4,reast(yy_g_) -> prose(_g_gy) -> cress(_ggg_) -> fresh(ggggg)
friar,4,reast(y_y__) -> carom(_yy__) -> urban(_g_g_) -> friar(ggggg)
fried,4,reast(yy___) -> probe(_g__y) -> cried(_gggg) -> fried(ggggg)
frill,4,reast(y____) -> courd(___y_) -> girly(_yyg_) -> frill(ggggg)
frisk,3,reast(y__g_) -> cursi(__ygy) -> frisk(ggggg)
fritz,3,reast(y___y) -> throw(y_y__) -> fritz(ggggg)
frock,3,reast(y____) -> courd(yy_y_) -> frock(ggggg)
frond,4,reast(y____) -> courd(_y_yg) -> brood(_gg_g) -> frond(ggggg)
front,3,reast(y___g) -> bruit(_g__g) -> front(ggggg)
frost,4,reast(y__gg) -> trust(_g_gg) -> wrist(_g_gg) -> frost(ggggg)
froth,4,reast(y___y) -> throw(yyyy_) -> broth(_gggg) -> froth(ggggg)
frown,5,reast(y____) -> courd(_y_y_) -> grown(_gggg) -> brown(_gggg) -> frown(ggggg)
froze,4,reast(yy___) -> probe(_gg_g) -> drone(_gg_g) -> froze(ggggg)
fruit,3,reast(y___g) -> bruit(_gggg) -> fruit(ggggg)
fudge,4,reast(_y___) -> clone(____g) -> budge(_gggg) -> fudge(ggggg)
fugue,4,reast(_y___) -> clone(____g) -> budge(_g_yg) -> fugue(ggggg)
fully,4,reast(_____) -> build(_g_g_) -> gully(_gggg) -> fully(ggggg)
fungi,3,reast(_____) -> build(_gy__) -> fungi(ggggg)
funky,4,reast(_____) -> build(_g___) -> humph(_g___) -> funky(ggggg)
funny,5,reast(_____) -> build(_g___) -> humph(_g___) -> funky(ggg_g) -> funny(ggggg)
furor,4,reast(y____) -> courd(_yyy_) -> juror(_gggg) -> furor(ggggg)
furry,3,reast(y____) -> courd(__yg_) -> furry(ggggg)
fussy,3,reast(___g_) -> floss(g__gy) -> fussy(ggggg)
fuzzy,5,reast(_____) -> build(_g___) -> humph(_g___) -> funky(gg__g) -> fuzzy(ggggg)
gaffe,4,reast(_yy__) -> angel(y_yy_) -> gauze(gg__g) -> gaffe(ggggg)
gaily,4,reast(__y__) -> monal(___yy) -> daily(_gggg) -> gaily(ggggg)
gamer,3,reast(yyy__) -> wager(_gygg) -> gamer(ggggg)
gamma,3,reast(__y__) -> monal(y__y_) -> gamma(ggggg)
gamut,4,reast(__y_g) -> atilt(y___g) -> ghaut(g_ygg) -> gamut(ggggg)
gassy,4,reast(__yg_) -> lassi(_ggg_) -> sassy(_gggg) -> gassy(ggggg)
gaudy,4,reast(__y__) -> monal(___y_) -> cadgy(_gyyg) -> gaudy(ggggg)
gauge,4,reast(_yy__) -> angel(y_yy_) -> gauze(ggg_g) -> gauge(ggggg)
gaunt,4,reast(__y_g) -> atilt(y___g) -> ghaut(g_yyg) -> gaunt(ggggg)
gauze,3,reast(_yy__) -> angel(y_yy_) -> gauze(ggggg)
gavel,3,reast(_yy__) -> angel(y_ygg) -> gavel(ggggg)
gawky,4,reast(__y__) -> monal(___y_) -> cadgy(_g_yg) -> gawky(ggggg)
gayer,5,reast(yyy__) -> wager(_gygg) -> gamer(gg_gg) -> gazer(gg_gg) -> gayer(ggggg)
gayly,4,reast(__y__) -> monal(___yy) -> daily(_g_gg) -> gayly(ggggg)
gazer,4,reast(yyy__) -> wager(_gygg) -> gamer(gg_gg) -> gazer(ggggg)
gecko,4,reast(_g___) -> henge(_g_y_) -> debug(_g__y) -> gecko(ggggg)
geeky,3,reast(_g___) -> henge(_g_yy) -> geeky(ggggg)
geese,3,reast(_g_g_) -> dense(_g_gg) -> geese(ggggg)
genie,3,reast(_g___) -> henge(_ggyg) -> genie(ggggg)
genre,3,reast(yg___) -> lered(_gyy_) -> genre(ggggg)
ghost,3,reast(___gg) -> joist(_y_gg) -> ghost(ggggg)
ghoul,4,reast(_____) -> build(_y_y_) -> plunk(_yy__) -> ghoul(ggggg)
giant,3,reast(__g_g) -> plait(__gyg) -> giant(ggggg)
giddy,4,reast(_____) -> build(__y_y) -> dingo(yg_y_) -> giddy(ggggg)
gipsy,4,reast(___g_) -> floss(___g_) -> whisk(__yg_) -> gipsy(ggggg)
girly,3,reast(y____) -> courd(___y_) -> girly(ggggg)
girth,4,reast(y___y) -> throw(yyg__) -> birth(_gggg) -> girth(ggggg)
given,5,reast(_y___) -> clone(___yy) -> yewen(___gg) -> vixen(yg_gg) -> given(ggggg)
giver,5,reast(yy___) -> probe(_y__y) -> diner(_g_gg) -> liver(_gggg) -> giver(ggggg)
glade,2,reast(_yg__) -> glade(ggggg)
gland,3,reast(__g__) -> clank(_ggg_) -> gland(ggggg)
glare,4,reast(yyg__) -> brace(_yg_g) -> flare(_gggg) -> glare(ggggg)
glass,4,reast(__gg_) -> slash(yggg_) -> class(_gggg) -> glass(ggggg)
glaze,3,reast(_yg__) -> glade(ggg_g) -> glaze(ggggg)
gleam,3,reast(_yy__) -> angel(y_yyy) -> gleam(ggggg)
glean,3,reast(_yy__) -> angel(yyyyy) -> glean(ggggg)
glide,5,reast(_y___) -> clone(_g__g) -> flume(_g__g) -> elide(_gggg) -> glide(ggggg)
glint,3,reast(____g) -> flint(_gggg) -> glint(ggggg)
gloat,3,reast(__y_g) -> atilt(y__yg) -> gloat(ggggg)
globe,3,reast(_y___) -> clone(_gg_g) -> globe(ggggg)
gloom,4,reast(_____) -> build(___y_) -> clown(_gg__) -> gloom(ggggg)
glory,3,reast(y____) -> courd(_y_g_) -> glory(ggggg)
gloss,3,reast(___g_) -> floss(_gggg) -> gloss(ggggg)
glove,4,reast(_y___) -> clone(_gg_g) -> globe(ggg_g) -> glove(ggggg)
glyph,4,reast(_____) -> build(___y_) -> clown(_g___) -> glyph(ggggg)
gnash,5,reast(__gg_) -> slash(__ggg) -> awash(__ggg) -> quash(__ggg) -> gnash(ggggg)
gnome,3,reast(_y___) -> clone(__gyg) -> gnome(ggggg)
godly,4,reast(_____) -> build(___gy) -> oddly(y_ggg) -> godly(ggggg)
going,4,reast(_____) -> build(__g__) -> coign(_ggyy) -> going(ggggg)
golem,4,reast(_y___) -> clone(_yy_y) -> vowel(_g_gy) -> golem(ggggg)
golly,4,reast(_____) -> build(___g_) -> ghyll(g_ygy) -> golly(ggggg)
gonad,3,reast(__y__) -> monal(_ggg_) -> gonad(ggggg)
goner,6,reast(yy___) -> probe(_yy_y) -> mower(_g_gg) -> cover(_g_gg) -> gofer(gg_gg) -> goner(ggggg)
goody,5,reast(_____) -> build(____y) -> dowdy(_g_gg) -> moody(_gggg) -> goody(ggggg)
gooey,4,reast(_y___) -> clone(__g_y) -> epoxy(y_g_g) -> gooey(ggggg)
goofy,4,reast(_____) -> build(_____) -> choof(__gyy) -> goofy(ggggg)
goose,3,reast(_y_g_) -> close(__ggg) -> goose(ggggg)
gorge,4,reast(yy___) -> probe(_yy_g) -> forge(_gggg) -> gorge(ggggg)
gouge,4,reast(_y___) -> clone(__y_g) -> dodge(_g_gg) -> gouge(ggggg)
gourd,3,reast(y____) -> courd(_gggg) -> gourd(ggggg)
grace,3,reast(yyg__) -> brace(_gggg) -> grace(ggggg)
grade,4,reast(yyg__) -> brace(_gg_g) -> drape(ygg_g) -> grade(ggggg)
graft,4,reast(y_g_g) -> craft(_gggg) -> draft(_gggg) -> graft(ggggg)
grail,4,reast(y_g__) -> drawn(_gg__) -> graip(gggg_) -> grail(ggggg)
grain,3,reast(y_g__) -> drawn(_gg_g) -> grain(ggggg)
grand,4,reast(y_g__) -> drawn(ygg_y) -> brand(_gggg) -> grand(ggggg)
grant,4,reast(y_g_g) -> craft(_gg_g) -> trait(_gg_g) -> grant(ggggg)
grape,4,reast(yyg__) -> brace(_gg_g) -> drape(_gggg) -> grape(ggggg)
graph,4,reast(y_g__) -> drawn(_gg__) -> graip(ggg_y) -> graph(ggggg)
grasp,4,reast(y_gg_) -> crass(_ggg_) -> brash(_ggg_) -> grasp(ggggg)
grass,3,reast(y_gg_) -> crass(_gggg) -> grass(ggggg)
grate,4,reast(yyg_y) -> trace(ygg_g) -> irate(_gggg) -> grate(ggggg)
grave,5,reast(yyg__) -> brace(_gg_g) -> drape(_gg_g) -> graze(ggg_g) -> grave(ggggg)
gravy,4,reast(y_g__) -> drawn(_gg__) -> graip(ggg__) -> gravy(ggggg)
graze,4,reast(yyg__) -> brace(_gg_g) -> drape(_gg_g) -> graze(ggggg)
great,4,reast(yyy_g) -> alert(y_gyg) -> treat(_gggg) -> great(ggggg)
greed,5,reast(yy___) -> probe(_g__y) -> cried(_g_gg) -> freed(_gggg) -> greed(ggggg)
green,5,reast(yy___) -> probe(_g__y) -> cried(_g_g_) -> freer(_ggg_) -> green(ggggg)
greet,3,reast(yy__g) -> evert(y_gyg) -> greet(ggggg)
grief,4,reast(yy___) -> probe(_g__y) -> cried(_ggg_) -> grief(ggggg)
grill,4,reast(y____) -> courd(___y_) -> girly(gyyg_) -> grill(ggggg)
grime,4,reast(yy___) -> probe(_g__g) -> crude(_g__g) -> grime(ggggg)
grimy,4,reast(y____) -> courd(___y_) -> girly(gyy_g) -> grimy(ggggg)
grind,3,reast(y____) -> courd(___yg) -> grind(ggggg)
gripe,4,reast(yy___) -> probe(yg__g) -> crepe(_g_gg) -> gripe(ggggg)
groan,4,reast(y_y__) -> carom(_yyy_) -> organ(ygygg) -> groan(ggggg)
groin,4,reast(y____) -> courd(_y_y_) -> grown(ggg_g) -> groin(ggggg)
groom,4,reast(y____) -> courd(_y_y_) -> grown(ggg__) -> groom(ggggg)
grope,3,reast(yy___) -> probe(ygg_g) -> grope(ggggg)
gross,4,reast(y__g_) -> cursi(__yg_) -> dross(_gggg) -> gross(ggggg)
group,4,reast(y____) -> courd(_yyy_) -> juror(_yyy_) -> group(ggggg)
grout,4,reast(y___g) -> bruit(_gy_g) -> trout(_gggg) -> grout(ggggg)
grove,5,reast(yy___) -> probe(_gg_g) -> drone(_gg_g) -> froze(_gg_g) -> grove(ggggg)
growl,4,reast(y____) -> courd(_y_y_) -> grown(gggg_) -> growl(ggggg)
grown,3,reast(y____) -> courd(_y_y_) -> grown(ggggg)
gruel,5,reast(yy___) -> probe(_g__y) -> cried(_g_g_) -> freer(_g_g_) -> gruel(ggggg)
gruff,4,reast(y____) -> courd(__gy_) -> wrung(_gg_y) -> gruff(ggggg)
grunt,3,reast(y___g) -> bruit(_gg_g) -> grunt(ggggg)
guard,4,reast(y_g__) -> drawn(yyg__) -> hoard(__ggg) -> guard(ggggg)
guava,4,reast(__g__) -> clank(__g__) -> foamy(__g__) -> guava(ggggg)
guess,3,reast(_y_g_) -> close(___gy) -> guess(ggggg)
guest,3,reast(_y_gg) -> quest(_gggg) -> guest(ggggg)
guide,4,reast(_y___) -> clone(____g) -> budge(_gyyg) -> guide(ggggg)
guild,3,reast(_____) -> build(_gggg) -> guild(ggggg)
guile,4,reast(_y___) -> clone(_y__g) -> liege(yy_yg) -> guile(ggggg)
guilt,4,reast(____g) -> flint(_yg_g) -> built(_gggg) -> guilt(ggggg)
guise,3,reast(_y_g_) -> close(___gg) -> guise(ggggg)
gulch,4,reast(_____) -> build(_g_y_) -> lumpy(yg___) -> gulch(ggggg)
gully,3,reast(_____) -> build(_g_g_) -> gully(ggggg)
gumbo,3,reast(_____) -> build(yg___) -> gumbo(ggggg)
gummy,4,reast(_____) -> build(_g___) -> humph(_gg__) -> gummy(ggggg)
guppy,5,reast(_____) -> build(_g___) -> humph(_g_g_) -> puppy(_gggg) -> guppy(ggggg)
gusto,3,reast(___yy) -> stylo(yy__g) -> gusto(ggggg)
gusty,4,reast(___yy) -> stylo(yyy__) -> dusty(_gggg) -> gusty(ggggg)
gypsy,4,reast(___g_) -> floss(___g_) -> whisk(___g_) -> gypsy(ggggg)
habit,3,reast(__y_g) -> atilt(y_y_g) -> habit(ggggg)
hairy,4,reast(y_y__) -> carom(_gy__) -> fader(_g__y) -> hairy(ggggg)
halve,4,reast(_yy__) -> angel(y__yy) -> fable(_g_yg) -> halve(ggggg)
handy,4,reast(__y__) -> monal(__gy_) -> nancy(_gg_g) -> handy(ggggg)
happy,4,reast(__y__) -> monal(___y_) -> cadgy(_g__g) -> happy(ggggg)
hardy,4,reast(y_y__) -> carom(_gg__) -> parry(_gg_g) -> hardy(ggggg)
harem,3,reast(yyy__) -> wager(_g_gy) -> harem(ggggg)
harpy,4,reast(y_y__) -> carom(_gg__) -> parry(ygg_g) -> harpy(ggggg)
harry,4,reast(y_y__) -> carom(_gg__) -> parry(_gggg) -> harry(ggggg)
harsh,3,reast(y_yg_) -> marsh(_gggg) -> harsh(ggggg)
haste,4,reast(_yyyy) -> tabes(yg_yy) -> caste(_gggg) -> haste(ggggg)
hasty,4,reast(__yyy) -> tansy(yg_yg) -> pasty(_gggg) -> hasty(ggggg)
hatch,6,reast(__y_y) -> batty(_gg__) -> matlo(_gg__) -> watap(_gg__) -> catch(_gggg) -> hatch(ggggg)
hater,6,reast(yyy_y) -> later(_gggg) -> eater(_gggg) -> water(_gggg) -> cater(_gggg) -> hater(ggggg)
haunt,4,reast(__y_g) -> atilt(y___g) -> ghaut(_yyyg) -> haunt(ggggg)
haute,3,reast(_yy_y) -> latte(_g_gg) -> haute(ggggg)
haven,4,reast(_yy__) -> angel(yy_g_) -> kaneh(_gygy) -> haven(ggggg)
havoc,4,reast(__y__) -> monal(_y_y_) -> audio(y___y) -> havoc(ggggg)
hazel,4,reast(_yy__) -> angel(y__gg) -> lapel(_g_gg) -> hazel(ggggg)
heady,3,reast(_gg__) -> leavy(_gg_g) -> heady(ggggg)
heard,4,reast(ygg__) -> leary(_ggg_) -> beard(_gggg) -> heard(ggggg)
heart,2,reast(ygg_g) -> heart(ggggg)
heath,3,reast(_gg_y) -> death(_gggg) -> heath(ggggg)
heave,4,reast(_gg__) -> leavy(_ggg_) -> weave(_gggg) -> heave(ggggg)
heavy,3,reast(_gg__) -> leavy(_gggg) -> heavy(ggggg)
hedge,3,reast(_g___) -> henge(gg_gg) -> hedge(ggggg)
hefty,3,reast(_g__y) -> depth(_g_gy) -> hefty(ggggg)
heist,2,reast(_g_gg) -> heist(ggggg)
helix,3,reast(_g___) -> henge(gg___) -> helix(ggggg)
hello,4,reast(_g___) -> henge(gg___) -> helix(ggg__) -> hello(ggggg)
hence,3,reast(_g___) -> henge(ggg_g) -> hence(ggggg)
heron,4,reast(yg___) -> lered(_gg__) -> merry(_gg__) -> heron(ggggg)
hilly,5,reast(_____) -> build(__yg_) -> filly(_gggg) -> willy(_gggg) -> hilly(ggggg)
hinge,4,reast(_y___) -> clone(___yg) -> binge(_gggg) -> hinge(ggggg)
hippo,4,reast(_____) -> build(__y__) -> pinky(yg___) -> hippo(ggggg)
hippy,4,reast(_____) -> build(__y__) -> pinky(yg__g) -> hippy(ggggg)
hitch,4,reast(____y) -> ponty(___y_) -> width(_g_yg) -> hitch(ggggg)
hoard,3,reast(y_g__) -> drawn(yyg__) -> hoard(ggggg)
hobby,3,reast(_____) -> build(y____) -> hobby(ggggg)
hoist,3,reast(___gg) -> joist(_gggg) -> hoist(ggggg)
holly,4,reast(_____) -> build(___g_) -> ghyll(_yygy) -> holly(ggggg)
homer,4,reast(yy___) -> probe(_yy_y) -> mower(yg_gg) -> homer(ggggg)
honey,5,reast(_y___) -> clone(__yyy) -> women(_g_gy) -> boney(_gggg) -> honey(ggggg)
honor,4,reast(y____) -> courd(_g_y_) -> moron(_gygy) -> honor(ggggg)
horde,4,reast(yy___) -> probe(_yy_g) -> forge(_gg_g) -> horde(ggggg)
horny,4,reast(y____) -> courd(_g_y_) -> moron(_gg_y) -> horny(ggggg)
horse,3,reast(yy_g_) -> prose(_yygg) -> horse(ggggg)
hotel,3,reast(_y__y) -> title(__gyy) -> hotel(ggggg)
hotly,3,reast(____y) -> ponty(_g_yg) -> hotly(ggggg)
hound,4,reast(_____) -> build(_y__g) -> fumed(_y__g) -> hound(ggggg)
house,4,reast(_y_g_) -> close(__ygg) -> poise(_g_gg) -> house(ggggg)
hovel,4,reast(_y___) -> clone(_yy_y) -> vowel(yg_gg) -> hovel(ggggg)
hover,6,reast(yy___) -> probe(_yy_y) -> mower(_g_gg) -> cover(_gggg) -> lover(_gggg) -> hover(ggggg)
howdy,4,reast(_____) -> build(____y) -> dowdy(_gggg) -> howdy(ggggg)
human,3,reast(__y__) -> monal(y_yg_) -> human(ggggg)
humid,3,reast(_____) -> build(_gy_g) -> humid(ggggg)
humor,4,reast(y____) -> courd(_yyy_) -> juror(_g_gg) -> humor(ggggg)
humph,3,reast(_____) -> build(_g___) -> humph(ggggg)
humus,4,reast(___y_) -> slunk(y_y__) -> music(ygy__) -> humus(ggggg)
hunch,4,reast(_____) -> build(_g___) -> humph(gg__g) -> hunch(ggggg)
hunky,4,reast(_____) -> build(_g___) -> humph(gg___) -> hunky(ggggg)
hurry,4,reast(y____) -> courd(__yg_) -> furry(_gggg) -> hurry(ggggg)
husky,4,reast(___y_) -> slunk(y_y_y) -> khuds(yyy_y) -> husky(ggggg)
hussy,4,reast(___g_) -> floss(___gy) -> shush(yyyg_) -> hussy(ggggg)
hutch,5,reast(____y) -> ponty(___y_) -> width(___yg) -> butch(_gggg) -> hutch(ggggg)
hydro,3,reast(y____) -> courd(_y_gy) -> hydro(ggggg)
hyena,4,reast(_yy__) -> angel(yy_y_) -> dance(_yy_y) -> hyena(ggggg)
hymen,4,reast(_y___) -> clone(___yy) -> yewen(y__gg) -> hymen(ggggg)
hyper,4,reast(yy___) -> probe(yy__y) -> spier(_y_gg) -> hyper(ggggg)
icily,3,reast(_____) -> build(__gg_) -> icily(ggggg)
icing,4,reast(_____) -> build(__g__) -> coign(y_gyy) -> icing(ggggg)
ideal,3,reast(_yy__) -> angel(y__yg) -> ideal(ggggg)
idiom,3,reast(_____) -> build(__g_y) -> idiom(ggggg)
idiot,4,reast(____g) -> flint(__g_g) -> twixt(__g_g) -> idiot(ggggg)
idler,4,reast(yy___) -> probe(_y__y) -> diner(yy_gg) -> idler(ggggg)
idyll,4,reast(_____) -> build(__ygy) -> dilly(yyygy) -> idyll(ggggg)
igloo,4,reast(_____) -> build(__yy_) -> folic(_ygy_) -> igloo(ggggg)
iliac,3,reast(__y__) -> monal(___gy) -> iliac(ggggg)
image,3,reast(_yg__) -> glade(y_g_g) -> image(ggggg)
imbue,4,reast(_y___) -> clone(____g) -> budge(yy__g) -> imbue(ggggg)
impel,4,reast(_y___) -> clone(_y__y) -> wield(_yyy_) -> impel(ggggg)
imply,4,reast(_____) -> build(__yg_) -> filly(_y_gg) -> imply(ggggg)
inane,4,reast(_yg__) -> glade(__g_g) -> awake(__g_g) -> inane(ggggg)
inbox,3,reast(_____) -> build(y_y__) -> inbox(ggggg)
incur,3,reast(y____) -> courd(y_yy_) -> incur(ggggg)
index,5,reast(_y___) -> clone(___yy) -> yewen(___gy) -> unfed(_g_gy) -> index(ggggg)
inept,3,reast(_y__g) -> civet(_y_yg) -> inept(ggggg)
inert,3,reast(yy__g) -> evert(__ggg) -> inert(ggggg)
infer,4,reast(yy___) -> probe(_y__y) -> diner(_yygg) -> infer(ggggg)
ingot,4,reast(____g) -> flint(__yyg) -> night(yyg_g) -> ingot(ggggg)
inlay,3,reast(__y__) -> monal(__ygy) -> inlay(ggggg)
inlet,3,reast(_y__g) -> civet(_y_gg) -> inlet(ggggg)
inner,4,reast(yy___) -> probe(_y__y) -> diner(_yggg) -> inner(ggggg)
input,4,reast(____g) -> flint(__yyg) -> night(yy__g) -> input(ggggg)
